Geometric height,Geopotential height,temperature,pressure,density
47000,46655.8,281.627,125.605,0.00155377
47100,46754.4,281.923,124.114,0.00153371
47200,46852.9,282.219,122.641,0.00151393
47300,46951.4,282.514,121.188,0.00149442
47400,47050,282.66,119.753,0.00147597
47500,47148.5,282.66,118.335,0.0014585
47600,47247,282.66,116.934,0.00144124
47700,47345.5,282.66,115.55,0.00142418
47800,47444,282.66,114.183,0.00140732
47900,47542.6,282.66,112.831,0.00139066
48000,47641.1,282.66,111.496,0.0013742
48100,47739.6,282.66,110.176,0.00135794
48200,47838.1,282.66,108.872,0.00134187
48300,47936.6,282.66,107.584,0.00132599
48400,48035.1,282.66,106.31,0.00131029
48500,48133.6,282.66,105.052,0.00129479
48600,48232.1,282.66,103.809,0.00127947
48700,48330.6,282.66,102.581,0.00126432
48800,48429,282.66,101.367,0.00124936
48900,48527.5,282.66,100.168,0.00123458
49000,48626,282.66,98.9824,0.00121997
49100,48724.5,282.66,97.8113,0.00120554
49200,48823,282.66,96.654,0.00119128
49300,48921.4,282.66,95.5105,0.00117718
49400,49019.9,282.66,94.3805,0.00116325
49500,49118.4,282.66,93.264,0.00114949
49600,49216.8,282.66,92.1607,0.00113589
49700,49315.3,282.66,91.0705,0.00112246
49800,49413.7,282.66,89.9932,0.00110918
49900,49512.2,282.66,88.9286,0.00109606
50000,49610.7,282.66,87.8767,0.00108309
50100,49709.1,282.66,86.8373,0.00107028
50200,49807.5,282.66,85.8102,0.00105762
50300,49906,282.66,84.7953,0.00104512
